"country","year","version","years_since_original","component","revision_cause","revision","cum_revision"
"Bulgaria",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-3.4
"Bulgaria",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-3.4
"Bulgaria",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-3.4
"Bulgaria",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",1.1,-2.3
"Bulgaria",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-2.3
"Bulgaria",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-2.3
"Bulgaria",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.3,0.3
"Bulgaria",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Bulgaria",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0.2
"Bulgaria",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Bulgaria",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Bulgaria",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Bulgaria",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Bulgaria",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.9,-0.9
"Bulgaria",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Bulgaria",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.3,-0.6
"Bulgaria",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Bulgaria",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Bulgaria",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Bulgaria",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.6
"Bulgaria",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Bulgaria",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Bulgaria",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Bulgaria",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Bulgaria",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Bulgaria",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Bulgaria",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.1
"Bulgaria",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Bulgaria",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Bulgaria",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Bulgaria",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Bulgaria",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Bulgaria",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Bulgaria",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Bulgaria",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Bulgaria",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Bulgaria",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Bulgaria",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Bulgaria",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.4,0.6
"Croatia",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Croatia",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",8.3,8.4
"Croatia",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Croatia",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",8.6,8.7
"Croatia",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",3.8,12.5
"Croatia",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Croatia",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",8.9,9
"Croatia",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",4.8,13.8
"Croatia",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",9,9
"Croatia",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",4.9,13.9
"Croatia",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Croatia",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Croatia",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Croatia",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Croatia",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Croatia",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Croatia",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.7,-0.7
"Croatia",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.3,-0.4
"Croatia",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Croatia",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4
"Cyprus",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Cyprus",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Cyprus",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Cyprus",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Cyprus",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0.3,0.4
"Cyprus",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Cyprus",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0.2,0.3
"Cyprus",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",1.8,1.8
"Cyprus",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0,1.8
"Cyprus",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0.2,2
"Cyprus",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,2
"Cyprus",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,2
"Cyprus",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,2
"Cyprus",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,2
"Cyprus",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Cyprus",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.3
"Cyprus",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0.5,0.8
"Cyprus",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0.3,0.3
"Cyprus",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0.5,0.8
"Cyprus",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.8
"Cyprus",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Cyprus",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Cyprus",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"Cyprus",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Cyprus",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.4
"Cyprus",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Cyprus",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Cyprus",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.3,0.3
"Cyprus",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"Cyprus",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Cyprus",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Cyprus",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"Cyprus",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Cyprus",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Cyprus",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0
"Cyprus",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Cyprus",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Cyprus",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Cyprus",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Cyprus",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Cyprus",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.5,-0.5
"Czech Republic",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.5
"Czech Republic",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.5
"Czech Republic",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",-0.1,-0.6
"Czech Republic",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.7,-0.7
"Czech Republic",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.7
"Czech Republic",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.7
"Czech Republic",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,-0.8
"Czech Republic",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.8
"Czech Republic",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.8
"Czech Republic",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Czech Republic",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Czech Republic",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Czech Republic",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
